# context	pack	rule	command
compound	database.redis	redis-flushdb	echo flushing && redis-cli FLUSHDB
subshell	database.redis	redis-flushdb	(redis-cli FLUSHDB)
simple	database.redis	redis-key-delete	redis-cli DEL mykey
compound	database.redis	redis-key-delete	echo deleting && redis-cli DEL session:123
subshell	database.redis	redis-key-delete	(redis-cli DEL cache:user:1)
simple	database.redis	redis-config-set	redis-cli config set maxmemory 100mb
compound	database.redis	redis-config-set	echo configuring && redis-cli config set timeout 300
subshell	database.redis	redis-config-set	(redis-cli config set hz 100)
simple	database.redis	redis-shutdown	redis-cli shutdown
compound	database.redis	redis-shutdown	echo stopping && redis-cli shutdown nosave
subshell	database.redis	redis-shutdown	(redis-cli shutdown save)
simple	database.redis	redis-debug	redis-cli debug segfault
compound	database.redis	redis-debug	echo testing && redis-cli debug sleep 10
subshell	database.redis	redis-debug	(redis-cli debug set-active-expire 0)
# Core pack expansion (dcg-c9c.3) coverage rows
simple	core.git	git-push-mirror	git push --mirror
compound	core.git	git-push-mirror	echo start && git push --mirror
subshell	core.git	git-push-mirror	(git push --mirror)
simple	core.git	git-reset-hard	git reset --hard HEAD~1
compound	core.git	git-reset-hard	echo start && git reset --hard HEAD~1
subshell	core.git	git-reset-hard	(git reset --hard HEAD~1)
simple	core.git	git-checkout-discard-all	git checkout -- .
compound	core.git	git-checkout-discard-all	echo start && git checkout -- .
subshell	core.git	git-checkout-discard-all	(git checkout -- .)
simple	core.git	git-rebase	git rebase main
compound	core.git	git-rebase	echo start && git rebase main
subshell	core.git	git-rebase	(git rebase main)
simple	core.git	git-clean-force	git clean -f
compound	core.git	git-clean-force	echo start && git clean -f
subshell	core.git	git-clean-force	(git clean -f)
simple	core.git	git-clean-force-dirs	git clean -fd
compound	core.git	git-clean-force-dirs	echo start && git clean -fd
subshell	core.git	git-clean-force-dirs	(git clean -fd)
simple	core.git	git-branch-force-delete	git branch -D stale
compound	core.git	git-branch-force-delete	echo start && git branch -D stale
subshell	core.git	git-branch-force-delete	(git branch -D stale)
simple	core.git	git-push-delete	git push origin --delete stale
compound	core.git	git-push-delete	echo start && git push origin --delete stale
subshell	core.git	git-push-delete	(git push origin --delete stale)
simple	core.git	git-stash-drop	git stash drop stash@{0}
compound	core.git	git-stash-drop	echo start && git stash drop stash@{0}
subshell	core.git	git-stash-drop	(git stash drop stash@{0})
simple	core.git	git-checkout-discard-file	git checkout -- app/main.go
compound	core.git	git-checkout-discard-file	echo start && git checkout -- app/main.go
subshell	core.git	git-checkout-discard-file	(git checkout -- app/main.go)
simple	core.git	git-checkout-dot	git checkout .
compound	core.git	git-checkout-dot	echo start && git checkout .
subshell	core.git	git-checkout-dot	(git checkout .)
simple	core.git	git-push-refspec-delete	git push origin :stale
compound	core.git	git-push-refspec-delete	echo start && git push origin :stale
subshell	core.git	git-push-refspec-delete	(git push origin :stale)
simple	core.git	git-push-force-refspec	git push origin +main:main
compound	core.git	git-push-force-refspec	echo start && git push origin +main:main
subshell	core.git	git-push-force-refspec	(git push origin +main:main)
simple	core.git	git-restore-worktree-all	git restore .
compound	core.git	git-restore-worktree-all	echo start && git restore .
subshell	core.git	git-restore-worktree-all	(git restore .)
simple	core.git	git-restore-source	git restore --source HEAD~2 app/main.go
compound	core.git	git-restore-source	echo start && git restore --source HEAD~2 app/main.go
subshell	core.git	git-restore-source	(git restore --source HEAD~2 app/main.go)
simple	core.git	git-reflog-expire	git reflog expire --expire=now --all
compound	core.git	git-reflog-expire	echo start && git reflog expire --expire=now --all
subshell	core.git	git-reflog-expire	(git reflog expire --expire=now --all)
simple	core.git	git-gc-prune	git gc --prune=now
compound	core.git	git-gc-prune	echo start && git gc --prune=now
subshell	core.git	git-gc-prune	(git gc --prune=now)
simple	core.git	git-filter-branch	git filter-branch --tree-filter 'rm secret.txt' HEAD
compound	core.git	git-filter-branch	echo start && git filter-branch --tree-filter 'rm secret.txt' HEAD
subshell	core.git	git-filter-branch	(git filter-branch --tree-filter 'rm secret.txt' HEAD)
simple	core.git	git-restore-file	git restore app/main.go
compound	core.git	git-restore-file	echo start && git restore app/main.go
subshell	core.git	git-restore-file	(git restore app/main.go)
simple	core.filesystem	rm-rf-root	rm -rf /
compound	core.filesystem	rm-rf-root	echo start && rm -rf /
subshell	core.filesystem	rm-rf-root	(rm -rf /)
simple	core.filesystem	mkfs-any	mkfs.ext4 /dev/sda1
compound	core.filesystem	mkfs-any	echo start && mkfs.ext4 /dev/sda1
subshell	core.filesystem	mkfs-any	(mkfs.ext4 /dev/sda1)
simple	core.filesystem	rm-recursive-force	rm -rf /tmp/build
compound	core.filesystem	rm-recursive-force	echo start && rm -rf /tmp/build
subshell	core.filesystem	rm-recursive-force	(rm -rf /tmp/build)
simple	core.filesystem	dd-write	dd if=/dev/zero of=/dev/sda bs=4M
compound	core.filesystem	dd-write	echo start && dd if=/dev/zero of=/dev/sda bs=4M
subshell	core.filesystem	dd-write	(dd if=/dev/zero of=/dev/sda bs=4M)
simple	core.filesystem	shred-any	shred -vfz file.txt
compound	core.filesystem	shred-any	echo start && shred -vfz file.txt
subshell	core.filesystem	shred-any	(shred -vfz file.txt)
simple	core.filesystem	rm-recursive	rm -r /tmp/build
compound	core.filesystem	rm-recursive	echo start && rm -r /tmp/build
subshell	core.filesystem	rm-recursive	(rm -r /tmp/build)
simple	core.filesystem	chmod-recursive	chmod -R 755 ./app
compound	core.filesystem	chmod-recursive	echo start && chmod -R 755 ./app
subshell	core.filesystem	chmod-recursive	(chmod -R 755 ./app)
simple	core.filesystem	chmod-777	chmod 777 script.sh
compound	core.filesystem	chmod-777	echo start && chmod 777 script.sh
subshell	core.filesystem	chmod-777	(chmod 777 script.sh)
simple	core.filesystem	chown-recursive	chown -R root:root /var/app
compound	core.filesystem	chown-recursive	echo start && chown -R root:root /var/app
subshell	core.filesystem	chown-recursive	(chown -R root:root /var/app)
simple	core.filesystem	mv-to-devnull	mv important.db /dev/null
compound	core.filesystem	mv-to-devnull	echo start && mv important.db /dev/null
subshell	core.filesystem	mv-to-devnull	(mv important.db /dev/null)
simple	core.filesystem	chmod-000	chmod 000 secret.txt
compound	core.filesystem	chmod-000	echo start && chmod 000 secret.txt
subshell	core.filesystem	chmod-000	(chmod 000 secret.txt)
simple	core.filesystem	truncate-zero	truncate -s 0 app.log
compound	core.filesystem	truncate-zero	echo start && truncate -s 0 app.log
subshell	core.filesystem	truncate-zero	(truncate -s 0 app.log)
# Container/Kubernetes pack coverage (dcg-c9c.6)
simple	containers.docker	docker-system-prune	docker system prune -af
compound	containers.docker	docker-system-prune	echo start && docker system prune -af
subshell	containers.docker	docker-system-prune	(docker system prune -af)
simple	containers.compose	compose-down-volumes	docker compose down -v
compound	containers.compose	compose-down-volumes	echo start && docker compose down -v
subshell	containers.compose	compose-down-volumes	(docker compose down -v)
simple	kubernetes.kubectl	kubectl-delete-namespace	kubectl delete namespace prod
compound	kubernetes.kubectl	kubectl-delete-namespace	echo start && kubectl delete namespace prod
subshell	kubernetes.kubectl	kubectl-delete-namespace	(kubectl delete namespace prod)
simple	kubernetes.kubectl	kubectl-delete-workload	kubectl delete deployment web
compound	kubernetes.kubectl	kubectl-delete-workload	echo start && kubectl delete deployment web
subshell	kubernetes.kubectl	kubectl-delete-workload	(kubectl delete deployment web)
simple	kubernetes.kubectl	kubectl-delete-resource	kubectl delete pod mypod
compound	kubernetes.kubectl	kubectl-delete-resource	echo start && kubectl delete pod mypod
subshell	kubernetes.kubectl	kubectl-delete-resource	(kubectl delete pod mypod)
simple	kubernetes.kubectl	kubectl-drain	kubectl drain node-1 --ignore-daemonsets
compound	kubernetes.kubectl	kubectl-drain	echo start && kubectl drain node-1 --ignore-daemonsets
subshell	kubernetes.kubectl	kubectl-drain	(kubectl drain node-1 --ignore-daemonsets)
simple	kubernetes.helm	helm-uninstall	helm uninstall release
compound	kubernetes.helm	helm-uninstall	echo start && helm uninstall release
subshell	kubernetes.helm	helm-uninstall	(helm uninstall release)
simple	kubernetes.helm	helm-rollback	helm rollback release 2
compound	kubernetes.helm	helm-rollback	echo start && helm rollback release 2
subshell	kubernetes.helm	helm-rollback	(helm rollback release 2)
# Other packs coverage (dcg-c9c.7)
simple	frameworks	rails-db-drop	rails db:drop
compound	frameworks	rails-db-drop	echo start && rails db:drop
subshell	frameworks	rails-db-drop	(rails db:drop)
simple	frameworks	rails-db-reset	rails db:reset
compound	frameworks	rails-db-reset	echo start && rails db:reset
subshell	frameworks	rails-db-reset	(rails db:reset)
simple	frameworks	rake-db-drop-all	rake db:drop:all
compound	frameworks	rake-db-drop-all	echo start && rake db:drop:all
subshell	frameworks	rake-db-drop-all	(rake db:drop:all)
simple	frameworks	managepy-flush	manage.py flush
compound	frameworks	managepy-flush	echo start && python manage.py flush
subshell	frameworks	managepy-flush	(python manage.py flush)
simple	frameworks	managepy-migrate-syncdb	manage.py migrate --run-syncdb
compound	frameworks	managepy-migrate-syncdb	echo start && python manage.py migrate --run-syncdb
subshell	frameworks	managepy-migrate-syncdb	(python manage.py migrate --run-syncdb)
simple	frameworks	artisan-migrate-fresh	artisan migrate:fresh
compound	frameworks	artisan-migrate-fresh	echo start && php artisan migrate:fresh
subshell	frameworks	artisan-migrate-fresh	(php artisan migrate:fresh)
simple	frameworks	mix-ecto-reset	mix ecto.reset
compound	frameworks	mix-ecto-reset	echo start && mix ecto.reset
subshell	frameworks	mix-ecto-reset	(mix ecto.reset)
simple	secrets.vault	vault-secrets-disable	vault secrets disable secret/
compound	secrets.vault	vault-secrets-disable	echo start && vault secrets disable secret/
subshell	secrets.vault	vault-secrets-disable	(vault secrets disable secret/)
simple	secrets.vault	vault-auth-disable	vault auth disable github
compound	secrets.vault	vault-auth-disable	echo start && vault auth disable github
subshell	secrets.vault	vault-auth-disable	(vault auth disable github)
simple	secrets.vault	vault-token-revoke	vault token revoke root
compound	secrets.vault	vault-token-revoke	echo start && vault token revoke root
subshell	secrets.vault	vault-token-revoke	(vault token revoke root)
simple	secrets.vault	vault-policy-delete	vault policy delete prod
compound	secrets.vault	vault-policy-delete	echo start && vault policy delete prod
subshell	secrets.vault	vault-policy-delete	(vault policy delete prod)
simple	secrets.vault	vault-audit-disable	vault audit disable file
compound	secrets.vault	vault-audit-disable	echo start && vault audit disable file
subshell	secrets.vault	vault-audit-disable	(vault audit disable file)
simple	remote.rsync	rsync-delete	rsync --delete -a src/ dst/
compound	remote.rsync	rsync-delete	echo start && rsync --delete -a src/ dst/
subshell	remote.rsync	rsync-delete	(rsync --delete -a src/ dst/)
simple	platform.github	gh-repo-delete	gh repo delete owner/repo --yes
compound	platform.github	gh-repo-delete	echo start && gh repo delete owner/repo --yes
subshell	platform.github	gh-repo-delete	(gh repo delete owner/repo --yes)
simple	platform.github	gh-release-delete	gh release delete v1.0.0 --yes
compound	platform.github	gh-release-delete	echo start && gh release delete v1.0.0 --yes
subshell	platform.github	gh-release-delete	(gh release delete v1.0.0 --yes)
simple	platform.github	gh-issue-pr-close	gh issue close 42 --yes
compound	platform.github	gh-issue-pr-close	echo start && gh issue close 42 --yes
subshell	platform.github	gh-issue-pr-close	(gh issue close 42 --yes)
# Personal packs coverage (dcg-c9c.8)
simple	personal.files	personal-files-delete	rm ~/Desktop/file.txt
compound	personal.files	personal-files-delete	echo start && rm ~/Desktop/file.txt
subshell	personal.files	personal-files-delete	(rm ~/Desktop/file.txt)
simple	personal.files	personal-files-overwrite	cp file.txt ~/Downloads/
compound	personal.files	personal-files-overwrite	echo start && cp file.txt ~/Downloads/
subshell	personal.files	personal-files-overwrite	(cp file.txt ~/Downloads/)
simple	personal.files	personal-files-modify	chmod 777 ~/Documents/script.sh
compound	personal.files	personal-files-modify	echo start && chmod 777 ~/Documents/script.sh
subshell	personal.files	personal-files-modify	(chmod 777 ~/Documents/script.sh)
simple	personal.files	personal-files-write	sed -i 's/old/new/' ~/Documents/notes.txt
compound	personal.files	personal-files-write	echo start && sed -i 's/old/new/' ~/Documents/notes.txt
subshell	personal.files	personal-files-write	(sed -i 's/old/new/' ~/Documents/notes.txt)
simple	personal.files	personal-files-access	cat ~/Documents/notes.txt
compound	personal.files	personal-files-access	echo start && cat ~/Documents/notes.txt
subshell	personal.files	personal-files-access	(cat ~/Documents/notes.txt)
simple	personal.ssh	ssh-directory-destructive	rm -rf ~/.ssh/
compound	personal.ssh	ssh-directory-destructive	echo start && rm -rf ~/.ssh/
subshell	personal.ssh	ssh-directory-destructive	(rm -rf ~/.ssh/)
simple	personal.ssh	ssh-private-key-access	cat ~/.ssh/id_rsa
compound	personal.ssh	ssh-private-key-access	echo start && cat ~/.ssh/id_rsa
subshell	personal.ssh	ssh-private-key-access	(cat ~/.ssh/id_rsa)
# macOS packs coverage (dcg-c9c.8)
simple	macos.communication	osascript-send-message	osascript -e 'tell application "Messages" to send "hello" to buddy "John"'
compound	macos.communication	osascript-send-message	echo start && osascript -e 'tell application "Messages" to send "hello" to buddy "John"'
subshell	macos.communication	osascript-send-message	(osascript -e 'tell application "Messages" to send "hello" to buddy "John"')
simple	macos.communication	osascript-send-email	osascript -e 'tell application "Mail" to make new outgoing message'
compound	macos.communication	osascript-send-email	echo start && osascript -e 'tell application "Mail" to make new outgoing message'
subshell	macos.communication	osascript-send-email	(osascript -e 'tell application "Mail" to make new outgoing message')
simple	macos.communication	osascript-system-events	osascript -e 'tell application "System Events" to keystroke "q" using command down'
compound	macos.communication	osascript-system-events	echo start && osascript -e 'tell application "System Events" to keystroke "q" using command down'
subshell	macos.communication	osascript-system-events	(osascript -e 'tell application "System Events" to keystroke "q" using command down')
simple	macos.communication	osascript-sensitive-app	osascript -e 'tell application "Contacts" to get every person'
compound	macos.communication	osascript-sensitive-app	echo start && osascript -e 'tell application "Contacts" to get every person'
subshell	macos.communication	osascript-sensitive-app	(osascript -e 'tell application "Contacts" to get every person')
simple	macos.communication	shortcuts-run	shortcuts run 'My Shortcut'
compound	macos.communication	shortcuts-run	echo start && shortcuts run 'My Shortcut'
subshell	macos.communication	shortcuts-run	(shortcuts run 'My Shortcut')
simple	macos.communication	automator-run	automator workflow.workflow
compound	macos.communication	automator-run	echo start && automator workflow.workflow
subshell	macos.communication	automator-run	(automator workflow.workflow)
simple	macos.communication	osascript-finder-destructive	osascript -e 'tell application "Finder" to empty trash'
compound	macos.communication	osascript-finder-destructive	echo start && osascript -e 'tell application "Finder" to empty trash'
subshell	macos.communication	osascript-finder-destructive	(osascript -e 'tell application "Finder" to empty trash')
simple	macos.communication	open-terminal	open -a Terminal
compound	macos.communication	open-terminal	echo start && open -a Terminal
subshell	macos.communication	open-terminal	(open -a Terminal)
simple	macos.communication	osascript-jxa-catchall	osascript -l JavaScript -e 'Application("Messages").send("hi")'
compound	macos.communication	osascript-jxa-catchall	echo start && osascript -l JavaScript -e 'Application("Messages").send("hi")'
subshell	macos.communication	osascript-jxa-catchall	(osascript -l JavaScript -e 'Application("Messages").send("hi")')
simple	macos.privacy	keychain-read-password	security find-generic-password -s MyService
compound	macos.privacy	keychain-read-password	echo start && security find-generic-password -s MyService
subshell	macos.privacy	keychain-read-password	(security find-generic-password -s MyService)
simple	macos.privacy	keychain-dump	security dump-keychain
compound	macos.privacy	keychain-dump	echo start && security dump-keychain
subshell	macos.privacy	keychain-dump	(security dump-keychain)
simple	macos.privacy	messages-db-access	sqlite3 ~/Library/Messages/chat.db "SELECT * FROM message"
compound	macos.privacy	messages-db-access	echo start && sqlite3 ~/Library/Messages/chat.db "SELECT * FROM message"
subshell	macos.privacy	messages-db-access	(sqlite3 ~/Library/Messages/chat.db "SELECT * FROM message")
simple	macos.privacy	private-data-access	sqlite3 ~/Library/Safari/History.db
compound	macos.privacy	private-data-access	echo start && sqlite3 ~/Library/Safari/History.db
subshell	macos.privacy	private-data-access	(sqlite3 ~/Library/Safari/History.db)
simple	macos.privacy	spotlight-search	mdfind "tax return"
compound	macos.privacy	spotlight-search	echo start && mdfind "tax return"
subshell	macos.privacy	spotlight-search	(mdfind "tax return")
simple	macos.system	csrutil-disable	csrutil disable
compound	macos.system	csrutil-disable	echo start && csrutil disable
subshell	macos.system	csrutil-disable	(csrutil disable)
simple	macos.system	diskutil-erase	diskutil apfs deleteVolume disk2s1
compound	macos.system	diskutil-erase	echo start && diskutil apfs deleteVolume disk2s1
subshell	macos.system	diskutil-erase	(diskutil apfs deleteVolume disk2s1)
simple	macos.system	launchctl-remove	launchctl remove com.apple.service
compound	macos.system	launchctl-remove	echo start && launchctl remove com.apple.service
subshell	macos.system	launchctl-remove	(launchctl remove com.apple.service)
simple	macos.system	tmutil-delete	tmutil delete /Volumes/Backup/Backups.backupdb
compound	macos.system	tmutil-delete	echo start && tmutil delete /Volumes/Backup/Backups.backupdb
subshell	macos.system	tmutil-delete	(tmutil delete /Volumes/Backup/Backups.backupdb)
simple	macos.system	nvram-clear	nvram -c
compound	macos.system	nvram-clear	echo start && nvram -c
subshell	macos.system	nvram-clear	(nvram -c)
simple	macos.system	nvram-write	nvram boot-args="-v"
compound	macos.system	nvram-write	echo start && nvram boot-args="-v"
subshell	macos.system	nvram-write	(nvram boot-args="-v")
simple	macos.system	nvram-delete	nvram -d boot-args
compound	macos.system	nvram-delete	echo start && nvram -d boot-args
subshell	macos.system	nvram-delete	(nvram -d boot-args)
simple	macos.system	spctl-disable	spctl --master-disable
compound	macos.system	spctl-disable	echo start && spctl --master-disable
subshell	macos.system	spctl-disable	(spctl --master-disable)
simple	macos.system	dscl-delete	dscl . -delete /Users/foo
compound	macos.system	dscl-delete	echo start && dscl . -delete /Users/foo
subshell	macos.system	dscl-delete	(dscl . -delete /Users/foo)
simple	macos.system	fdesetup-disable	fdesetup disable
compound	macos.system	fdesetup-disable	echo start && fdesetup disable
subshell	macos.system	fdesetup-disable	(fdesetup disable)
simple	macos.system	defaults-delete	defaults delete com.apple.finder
compound	macos.system	defaults-delete	echo start && defaults delete com.apple.finder
subshell	macos.system	defaults-delete	(defaults delete com.apple.finder)
simple	macos.system	defaults-write	defaults write com.apple.dock autohide -bool true
compound	macos.system	defaults-write	echo start && defaults write com.apple.dock autohide -bool true
subshell	macos.system	defaults-write	(defaults write com.apple.dock autohide -bool true)
simple	macos.system	systemsetup-modify	systemsetup -settimezone America/New_York
compound	macos.system	systemsetup-modify	echo start && systemsetup -settimezone America/New_York
subshell	macos.system	systemsetup-modify	(systemsetup -settimezone America/New_York)
